epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
1,7.80327,0,6.40233,0,0,0,0,0,0,4.54089,0,7.14e-06,7.14e-06,7.14e-06,3.57e-06,1.428e-05
